male,date,motif_count,song_count,song_motif_count,song_motif_mean,song_motif_sd,song_motif_cv,song_length_sum,song_length_mean,song_length_sd,song_length_cv,song_start_mean,song_start_sd,song_start_cv,motifs_per_sec_mean,motifs_per_sec_sd,motifs_per_sec_cv,post_song_motif_occurances,post_song_motif_freq,file,start_song,end_song,misc_motif_count,post_song_motif,notes,song_start,song_end,song_length,date_file,round,trial,trial_round,counter,temp,temp_target,humidity_mean,vpd,chamber,mass,bill_length,bill_depth,bill_width,bill_date
T234,2022-04-23,33,7,27,3.857142857142857,2.1157009420498154,0.5485150590499521,36,5.142857142857143,3.0237157840738176,0.5879447357921311,2537.8571428571427,690.9147146045906,0.27224334377889864,0.791156462585034,0.1621946184874145,0.20500953497549385,3,0.1111111111111111,NA,NA,NA,6,NA,,NA,NA,NA,NA,2,6,1,KIM,39.49727,40,22.79781,57.77118085504336,2,NA,NA,NA,NA,NA
T234,2022-04-25,31,8,25,3.125,1.3562026818605375,0.433984858195372,29,3.625,1.9955307206712847,0.5504912332886303,2355.875,486.29868467258444,0.20641956159498465,0.9166666666666666,0.12598815766974242,0.13744162654880993,3,0.12,NA,NA,NA,6,NA,,NA,NA,NA,NA,2,7,2,KIM,39.34973,40,23.16257,57.02980839587151,2,NA,NA,NA,NA,NA
T234,2022-04-27,40,11,35,3.1818181818181817,1.2504544628399563,0.39299997403541487,48,4.363636363636363,1.9632996344280855,0.44992283288976964,2661.090909090909,439.92941582609694,0.16531919834951717,0.7583333333333333,0.1356568383008309,0.1788881384186781,0,0,NA,NA,NA,5,NA,,NA,NA,NA,NA,2,8,3,KIM,38.32787,40,17.74863,57.6733245021573,2,NA,NA,NA,NA,NA
T234,2022-06-23,36,9,28,3.111111111111111,1.6158932858054431,0.5193942704374639,36,4,2.449489742783178,0.6123724356957945,7356.222222222223,167.85095902152136,0.022817548729627105,0.8148148148148148,0.14516380700504355,0.17815558132437165,4,0.14285714285714285,NA,NA,NA,8,NA,,NA,NA,NA,NA,3,9,1,KIM,42.5259382,44,22.06456954,68.86659530499587,2,19,7.8,7.2,5.9,07/11/22
T234,2022-06-25,74,18,54,3,0.9074852129730301,0.30249507099101003,63,3.5,1.200490095997562,0.3429971702850177,7643.277777777777,411.5156784312978,0.05384020971051803,0.8787037037037038,0.131209252069406,0.1493213827554884,6,0.1111111111111111,NA,NA,NA,20,NA,,NA,NA,NA,NA,3,10,2,KIM,34.7880795,35,30.0700883,40.14899052984238,2,NA,NA,NA,NA,
T234,2022-06-27,66,14,54,3.857142857142857,1.7032612545052803,0.4415862511680356,76,5.428571428571429,2.953857600710421,0.5441316632887617,7803.857142857143,643.5378008313895,0.08246406732604256,0.7756519274376417,0.1575303869048471,0.2030941732140693,7,0.12962962962962962,NA,NA,NA,12,NA,,NA,NA,NA,NA,3,11,3,KIM,41.7682119,42,22.4486755,65.75545615591928,2,NA,NA,NA,NA,
T234,2022-06-29,37,9,25,2.7777777777777777,1.3017082793177757,0.46861498055439926,29,3.2222222222222223,1.6414763002993509,0.5094236794032468,8174.555555555556,486.0514661821089,0.059459069411031254,0.8915343915343915,0.1372207074379106,0.1539152148710095,4,0.16,NA,NA,NA,12,NA,,NA,NA,NA,NA,3,12,4,KIM,29.7826087,27,35.25027871,27.798259184043864,2,NA,NA,NA,NA,
T234,2022-07-01,77,21,58,2.761904761904762,1.2611408289624877,0.4566199553140042,64,3.0476190476190474,1.8296499795368095,0.6003538995355157,7692.190476190476,387.0055062977294,0.05031148246986627,1.0182539682539682,0.34947996135149634,0.3432149269702926,5,0.08620689655172414,NA,NA,NA,19,NA,,NA,NA,NA,NA,3,13,5,KIM,39.3620309,40,24.96799117,55.72780935688769,2,NA,NA,NA,NA,
T235,2022-02-13,72,19,59,3.1052631578947367,1.242521488394791,0.4001340386356107,58,3.0526315789473686,1.26814318375447,0.41542621536784363,2891.8947368421054,315.08868147393434,0.10895579201406384,1.055263157894737,0.26527720369797964,0.25138488130980613,8,0.13559322033898305,NA,NA,NA,13,NA,,NA,NA,NA,NA,1,1,1,KIM,40.48925,40,10.00806,71.13508464341366,4,NA,NA,NA,NA,NA
T235,2022-02-15,10,3,9,3,1,0.3333333333333333,7,2.3333333333333335,1.5275252316519468,0.6546536707079771,2514,157.3435731131081,0.06258694236798254,1.5,0.5,0.3333333333333333,0,0,NA,NA,NA,1,NA,,NA,NA,NA,NA,1,2,2,KIM,34.28763,35,11.46505,49.39586550675149,4,NA,NA,NA,NA,NA
T235,2022-02-17,203,47,188,4,1.7693034738587656,0.4423258684646914,181,3.851063829787234,1.693706039432788,0.43980212073669084,780.1276595744681,373.9037667997101,0.4792853608134614,1.0562647754137116,0.17958627612010852,0.17002013159983417,9,0.047872340425531915,NA,NA,NA,15,NA,,NA,NA,NA,NA,1,3,3,KIM,42.5,42,16.35484,73.80777318110154,4,NA,NA,NA,NA,NA
T235,2022-02-19,248,65,223,3.4307692307692306,1.4466473176066312,0.4216685006476728,199,3.0615384615384613,1.4238693220074117,0.4650829443742802,3062.646153846154,417.58675860417134,0.13634835290382943,1.1965567765567766,0.3350151637304741,0.2799826721925532,15,0.06726457399103139,NA,NA,NA,25,NA,,NA,NA,NA,NA,1,4,4,KIM,45.02451,44,9.519608,91.48504248955554,4,NA,NA,NA,NA,NA
T235,2022-02-21,319,74,294,3.972972972972973,1.6299674168772367,0.41026390764937254,254,3.4324324324324325,1.526757519309908,0.44480337176745355,2821.108108108108,505.6674842135811,0.17924427736755252,1.2085907335907335,0.27660455990365646,0.22886536543422098,12,0.04081632653061224,NA,NA,NA,25,NA,,NA,NA,NA,NA,1,5,5,KIM,26,27,19.01882,27.731196950118463,4,NA,NA,NA,NA,NA
T235,2022-05-05,80,16,70,4.375,1.746424919657298,0.399182838778811,64,4,1.7888543819998317,0.44721359549995793,3266.625,384.4495415525944,0.1176901363188595,1.2197916666666666,0.41442591930596306,0.33975139413640015,5,0.07142857142857142,NA,NA,NA,10,NA,,NA,NA,NA,NA,2,6,1,KIM,38.79508,40,23.6612,54.94006967945446,4,NA,NA,NA,NA,NA
T235,2022-05-07,119,25,102,4.08,1.8912077270005712,0.46353130563739486,95,3.8,1.8708286933869707,0.4923233403649923,2949.12,352.0140054031942,0.11936238789984611,1.1487619047619047,0.31901957351266486,0.27770730574390495,12,0.11764705882352941,NA,NA,NA,17,NA,,NA,NA,NA,NA,2,7,2,KIM,40.00546,40,21.61749,60.32698540102512,4,NA,NA,NA,NA,NA
T235,2022-05-09,27,7,20,2.857142857142857,1.0690449676496976,0.37416573867739417,21,3,1.4142135623730951,0.47140452079103173,3478.714285714286,124.02380723838775,0.03565219706249083,0.9761904761904762,0.0629940788348712,0.06453051978206317,2,0.1,NA,NA,NA,7,NA,,NA,NA,NA,NA,2,8,3,KIM,38.96995,40,22.58333,56.26049964383326,4,NA,NA,NA,NA,NA
T235,2022-06-24,77,23,62,2.6956521739130435,1.6904755277381045,0.6271118893222001,52,2.260869565217391,1.483772566018116,0.656284019584936,8328.608695652174,331.9706639736867,0.03985907804108831,1.326086956521739,0.4726837755739256,0.35645006026886195,6,0.0967741935483871,NA,NA,NA,15,NA,,NA,NA,NA,NA,3,9,1,KIM,38.8636865,40,22.88134658,55.71364265539138,3,17,8.2,7.9,6.6,07/11/22
T235,2022-06-26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,10,2,KIM,30.7291667,27,36.2308114,28.945462118230164,3,NA,NA,NA,NA,
T235,2022-06-28,96,27,82,3.037037037037037,1.7863043388188897,0.5881733798550003,80,2.962962962962963,1.9509658649673516,0.6584509794264812,8053.037037037037,434.43158985944643,0.0539463047123011,1.1530864197530863,0.421967234445088,0.36594588854445537,6,0.07317073170731707,NA,NA,NA,14,NA,,NA,NA,NA,NA,3,11,3,KIM,42.5469095,44,20.26655629,70.53574273457498,3,NA,NA,NA,NA,
T235,2022-06-30,195,57,167,2.9298245614035086,1.0996695789906137,0.3753363233680538,165,2.8947368421052633,1.2632753704771322,0.4364042188921002,7838.8421052631575,563.9425879300153,0.07194207771468861,Inf,NA,NA,15,0.08982035928143713,NA,NA,NA,28,NA,,NA,NA,NA,NA,3,12,4,KIM,33.8664459,35,29.19922737,38.55816174557979,3,NA,NA,NA,NA,
T235,2022-07-02,382,116,310,2.6724137931034484,1.0695457147695975,0.40021710617184936,294,2.5344827586206895,1.1679118078881203,0.4608087405272856,7999.275862068966,442.6557517334759,0.055336977917271823,Inf,NA,NA,40,0.12903225806451613,NA,NA,NA,72,NA,,NA,NA,NA,NA,3,13,5,KIM,39.9740044,42,24.95022124,57.661668688976285,3,NA,NA,NA,NA,
T236,2022-01-24,89,21,82,3.9047619047619047,1.445847914020071,0.37027812432221335,63,3,1.1832159566199232,0.3944053188733077,2464.809523809524,412.78149414037676,0.1674699363796664,1.3396825396825396,0.2383669085019627,0.17792790563535132,4,0.04878048780487805,NA,NA,NA,7,NA,,NA,NA,NA,NA,1,1,1,RAS,40,40,NA,NA,4,NA,NA,NA,NA,NA
T236,2022-01-26,187,50,166,3.32,1.4489968380692533,0.436444830743751,135,2.7,1.3286482312670196,0.49209193750630353,2571.82,537.2673750051254,0.208905512440655,1.3213333333333332,0.37713924962199596,0.28542324643440664,9,0.05421686746987952,NA,NA,NA,21,NA,,NA,NA,NA,NA,1,2,2,RAS,34.35215,35,11.69892,49.44785024945869,4,NA,NA,NA,NA,NA
T236,2022-01-28,202,55,179,3.2545454545454544,1.8877596148970779,0.5800378704991022,154,2.8,1.6032374653713561,0.5725848090611987,2738.8545454545456,542.6002013003483,0.1981120911297965,1.247012987012987,0.37704739602240794,0.3023604404678756,9,0.05027932960893855,NA,NA,NA,23,NA,,NA,NA,NA,NA,1,3,3,RAS,44.90323,44,11.10484,89.30059025976337,4,NA,NA,NA,NA,NA
T236,2022-01-30,124,37,111,3,1.4529663145135578,0.4843221048378526,99,2.675675675675676,1.313478292635712,0.49089592755072065,2433.837837837838,377.66692508916674,0.15517341345332883,1.1776705276705277,0.3464744107526876,0.29420317704479343,5,0.04504504504504504,NA,NA,NA,13,NA,,NA,NA,NA,NA,1,4,4,RAS,25.90591,27,11.54032,30.12004889105355,4,NA,NA,NA,NA,NA
T236,2022-02-01,147,44,135,3.0681818181818183,1.7440627158651825,0.5684352555412446,112,2.5454545454545454,1.2659135033191782,0.49732316201824855,2347.7727272727275,411.01671236526596,0.17506665257276433,1.2449675324675324,0.35218755576655736,0.2828889481708167,6,0.044444444444444446,NA,NA,NA,12,NA,,NA,NA,NA,NA,1,5,5,RAS,38.42473,42,10,63.44863822813785,4,NA,NA,NA,NA,NA
T236,2022-04-11,169,42,141,3.357142857142857,1.8054312176134268,0.5377880222678293,104,2.4761904761904763,1.5339745162460983,0.6194897084840012,2455.4523809523807,552.407952927551,0.22497196737054703,1.4985260770975057,0.42891970375267674,0.2862277208972239,10,0.07092198581560284,NA,NA,NA,28,NA,,NA,NA,NA,NA,2,6,1,KIM,38.7035519,40,15.71721,60.34890343294411,4,NA,NA,NA,NA,NA
T236,2022-04-13,232,48,219,4.5625,2.6650316352758887,0.5841165228001948,176,3.6666666666666665,2.2815945649622433,0.622253063171521,2704.2708333333335,553.2483471274819,0.2045831875668821,1.3598379629629629,0.3679426063485872,0.27057827209565016,7,0.0319634703196347,NA,NA,NA,13,NA,,NA,NA,NA,NA,2,7,2,KIM,38.6694,40,24.0929,54.248365938998575,4,NA,NA,NA,NA,NA
T236,2022-04-15,181,35,156,4.457142857142857,2.266674905241248,0.5085488569451517,132,3.7714285714285714,2.101620023384122,0.5572477334730626,2483.6857142857143,572.3375583274864,0.23043880110736373,1.2985714285714285,0.3695649892948803,0.2845935011071686,9,0.057692307692307696,NA,NA,NA,25,NA,,NA,NA,NA,NA,2,8,3,KIM,38.19399,40,21.26913,54.793513881222374,4,NA,NA,NA,NA,NA
T236,2022-06-06,197,43,189,4.395348837209302,2.691605423602736,0.6123758371159664,166,3.86046511627907,2.773869528198549,0.7185324681478168,7920.418604651163,627.9938668398623,0.07928796420824034,1.2347822074566261,0.32607344301022506,0.2640736488112046,6,0.031746031746031744,NA,NA,NA,8,NA,,NA,NA,NA,NA,3,9,1,KIM,26.1539735,27,41.71081678,20.147355098832016,4,16.5,8.7,7.8,6.6,06/23/22
T236,2022-06-08,53,9,33,3.6666666666666665,2.0615528128088303,0.5622416762205901,30,3.3333333333333335,1.4142135623730951,0.4242640687119285,7693.111111111111,475.65046106475194,0.061828102336618146,1.087037037037037,0.2778610986148597,0.2556132764088999,1,0.030303030303030304,NA,NA,NA,20,NA,,NA,NA,NA,NA,3,10,2,KIM,39.9845475,42,26.37251656,56.601860740590475,4,NA,NA,NA,NA,
T236,2022-06-10,47,9,38,4.222222222222222,2.279132388529557,0.5397945130727898,35,3.888888888888889,1.964971020425266,0.5052782623950683,7631.444444444444,477.7784819116258,0.06260655966111894,1.0629629629629629,0.09493337494797256,0.08931014367927732,3,0.07894736842105263,NA,NA,NA,9,NA,,NA,NA,NA,NA,3,11,3,KIM,41.2759382,44,22.04801325,64.33897176000875,4,NA,NA,NA,NA,
T236,2022-06-12,189,34,184,5.411764705882353,3.6191213319929294,0.668750680911737,164,4.823529411764706,3.233073293841505,0.6702712926256779,8018.970588235294,528.0720500252075,0.06585284784557596,1.1757278669043374,0.298164301959851,0.2535997575228954,2,0.010869565217391304,NA,NA,NA,5,NA,,NA,NA,NA,NA,3,12,4,KIM,33.4111479,35,30.92660044,36.644511071661995,4,NA,NA,NA,NA,
T236,2022-06-14,217,36,210,5.833333333333333,3.880353444873657,0.665203447692627,179,4.972222222222222,3.0658125104458605,0.616587990927659,8119.416666666667,569.0652172014834,0.07008695828331059,1.1631940590273924,0.28191066726845543,0.24235910171702196,5,0.023809523809523808,NA,NA,NA,7,NA,,NA,NA,NA,NA,3,13,5,KIM,38.2891832,40,32.61699779,47.14590766494032,4,NA,NA,NA,NA,
T237,2022-02-23,71,16,67,4.1875,2.9488698400121582,0.7042077229879781,65,4.0625,2.694902595642373,0.6633606389273534,2246.9375,578.3821653255455,0.2574091025342474,1.0177083333333332,0.10549157417643468,0.10365599919076489,3,0.04477611940298507,NA,NA,NA,4,NA,,NA,NA,NA,NA,1,1,1,KIM,40.83333,40,20.37634,64.14193832721028,2,NA,NA,NA,NA,NA
T237,2022-02-25,78,19,74,3.8947368421052633,1.9406395521438362,0.4982723174423363,67,3.526315789473684,1.6454793645565071,0.4666284765160244,2218.0526315789475,366.2891198196387,0.1651399586306892,1.107017543859649,0.23605004370239763,0.21323062584844163,2,0.02702702702702703,NA,NA,NA,4,NA,,NA,NA,NA,NA,1,2,2,KIM,45.16667,44,16.58871,84.98113550202173,2,NA,NA,NA,NA,NA
T237,2022-02-27,95,23,89,3.869565217391304,1.6321861476416715,0.42180091455908364,95,4.130434782608695,1.866068980165304,0.45178512151370526,2342.695652173913,555.9266984694531,0.2373021429196656,0.9546583850931677,0.08998063839491403,0.09425427964594119,2,0.02247191011235955,NA,NA,NA,6,NA,,NA,NA,NA,NA,1,3,3,KIM,35.80376,35,17.84409,49.97646222390262,2,NA,NA,NA,NA,NA
T237,2022-03-01,123,36,118,3.2777777777777777,1.7826322609494583,0.5438539101201737,115,3.1944444444444446,1.8018949461123968,0.5640714613917068,2590.8888888888887,669.9225020330028,0.25856859586143865,1.0592592592592593,0.2502203614354674,0.2362220195369797,3,0.025423728813559324,NA,NA,NA,5,NA,,NA,NA,NA,NA,1,4,4,KIM,27.31989,27,20.89785,29.330368111245065,2,NA,NA,NA,NA,NA
T237,2022-03-03,77,21,73,3.4761904761904763,2.315578709935113,0.666125382310101,72,3.4285714285714284,2.2038926600773587,0.6428020258558963,2274.809523809524,417.3798772159026,0.18347904422210032,1.038548752834467,0.23895395035405192,0.23008448058108497,4,0.0547945205479452,NA,NA,NA,4,NA,,NA,NA,NA,NA,1,5,5,KIM,42.57527,42,13.85484,76.32538025808458,2,NA,NA,NA,NA,NA
T237,2022-05-24,169,40,156,3.9,1.9845557534273353,0.5088604495967527,137,3.425,1.865853760724633,0.544774820649528,2461.1,459.25255886114866,0.18660459098010998,1.2191964285714285,0.3314577649113888,0.2718657610404654,2,0.01282051282051282,NA,NA,NA,13,NA,,NA,NA,NA,NA,2,6,1,KIM,38.41803,40,24.12432,53.47121184803842,2,NA,NA,NA,NA,NA
T237,2022-05-26,108,32,106,3.3125,1.3545026464923717,0.4089064593184518,103,3.21875,1.3850439611050431,0.43030491995496484,2584.375,618.445540930464,0.2393017812548349,1.0859375,0.2959435846352111,0.2725235887288275,1,0.009433962264150943,NA,NA,NA,2,NA,,NA,NA,NA,NA,2,7,2,KIM,38.79098,40,25.56011,53.56122219326555,2,NA,NA,NA,NA,NA
T237,2022-05-28,127,33,124,3.757575757575758,1.8545603089125842,0.4935523402751232,127,3.8484848484848486,1.6978149950968622,0.4411645262850114,2777.7272727272725,515.7463204381147,0.1856720512131979,0.9689754689754689,0.14121010469499778,0.14573135153184433,1,0.008064516129032258,NA,NA,NA,3,NA,,NA,NA,NA,NA,2,8,3,KIM,38.02186,40,25.29918,51.490810526665875,2,NA,NA,NA,NA,NA
T237,2022-06-23,106,29,102,3.5172413793103448,1.8248422564933506,0.5188277003755605,99,3.413793103448276,1.6586836730050718,0.4858770355267382,7808.517241379311,477.19624749225517,0.06111227429498028,1.0264367816091955,0.1607883991717763,0.15664715260856144,1,0.00980392156862745,NA,NA,NA,4,NA,,NA,NA,NA,NA,3,9,1,KIM,33.7372506,35,31.1075388,37.2412461611992,6,19.5,8.4,7.5,6.4,07/11/22
T237,2022-06-25,74,20,71,3.55,2.0384462607326044,0.5742102142908745,78,3.9,1.99736668746891,0.5121453044792077,7517.4,380.0121050703517,0.05055100235059352,0.92,0.20265777912184002,0.2202801946976522,3,0.04225352112676056,NA,NA,NA,3,NA,,NA,NA,NA,NA,3,10,2,KIM,40.4761905,42,24.94850498,59.28260147496186,6,NA,NA,NA,NA,
T237,2022-06-27,150,36,144,4,1.4928400545843579,0.37321001364608947,145,4.027777777777778,1.5021149111666545,0.3729388744965487,7950.472222222223,541.3992182226194,0.06809648572940914,1.0074404761904763,0.1758774971135583,0.1745785495720992,2,0.013888888888888888,NA,NA,NA,6,NA,,NA,NA,NA,NA,3,11,3,KIM,29.4619205,27,38.01821192,26.11043359038442,6,NA,NA,NA,NA,
T237,2022-06-29,77,16,76,4.75,2.04939015319192,0.43145055856672,75,4.6875,2.1203380233664,0.4523387783181654,8032.1875,534.960337314833,0.06660207288672396,1.0364583333333333,0.16377703339194621,0.15801603221735516,1,0.013157894736842105,NA,NA,NA,1,NA,,NA,NA,NA,NA,3,12,4,KIM,42.3411633,44,21.86577181,68.3518642102832,6,NA,NA,NA,NA,
T237,2022-07-01,151,39,149,3.8205128205128207,1.4845129428411488,0.3885637904080859,138,3.5384615384615383,1.4481595188040695,0.4092624727054979,8021.076923076923,585.6375017028962,0.07301232830943141,1.1040598290598291,0.20842867813749968,0.18878386175411235,1,0.006711409395973154,NA,NA,NA,2,NA,,NA,NA,NA,NA,3,13,5,KIM,38.2262693,40,26.44370861,51.28463078689203,6,NA,NA,NA,NA,
T243,2022-01-24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,1,RAS,34.77419,35,14.30376,49.16191813818644,6,NA,NA,NA,NA,NA
T243,2022-01-26,35,6,31,5.166666666666667,3.2506409624359724,0.6291563153101882,27,4.5,3.0166206257996713,0.6703601390665936,3279.6666666666665,435.2248461044781,0.1327039880387676,1.2506613756613756,0.37901638243931673,0.3030527605754875,2,0.06451612903225806,NA,NA,NA,4,NA,,NA,NA,NA,NA,1,2,2,RAS,44.76075,44,9.153226,90.56715597278358,6,NA,NA,NA,NA,NA
T243,2022-01-28,115,24,112,4.666666666666667,2.140025734641417,0.4585769431374465,100,4.166666666666667,1.9927404479142845,0.47825770749942825,2950.7916666666665,454.9230206421136,0.15416982018117634,1.1503968253968253,0.22250142669105671,0.1934127613871897,3,0.026785714285714284,NA,NA,NA,3,NA,,NA,NA,NA,NA,1,3,3,RAS,44.76075,42,9.153226,90.56715597278358,6,NA,NA,NA,NA,NA
T243,2022-01-30,172,37,165,4.45945945945946,2.5231659411077914,0.565800847399929,154,4.162162162162162,2.1796216989997945,0.5236753432661844,2834.9189189189187,557.1244314622471,0.19652217484749213,1.0673530673530673,0.2245377412431907,0.21036875998306975,4,0.024242424242424242,NA,NA,NA,7,NA,,NA,NA,NA,NA,1,4,4,RAS,41.29032,40,7.989247,76.00247244097399,6,NA,NA,NA,NA,NA
T243,2022-02-01,85,24,85,3.5416666666666665,1.6934443076725039,0.47814898098988345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,5,5,RAS,26.55108,27,16.5,29.561814293730414,6,NA,NA,NA,NA,NA
T243,2022-04-11,241,48,238,4.958333333333333,3.05243769576462,0.6156176865407638,207,4.3125,2.889130399979396,0.6699432811546425,2931.4791666666665,407.3635518631052,0.13896177618970124,1.271114417989418,0.3519878531417762,0.2769128004216427,2,0.008403361344537815,NA,NA,NA,3,NA,,NA,NA,NA,NA,2,6,1,KIM,38.75546448,40,16.43169,60.01055529525725,6,NA,NA,NA,NA,NA
T243,2022-04-13,280,54,267,4.944444444444445,2.9230164483342724,0.5911718659552461,238,4.407407407407407,2.688329203494094,0.6099570461709288,2747.962962962963,546.4448033705489,0.1988545008559178,1.1584155042488375,0.23139710376646402,0.19975311355704883,7,0.026217228464419477,NA,NA,NA,13,NA,,NA,NA,NA,NA,2,7,2,KIM,38.47951,40,25.05874,52.9941637881893,6,NA,NA,NA,NA,NA
T243,2022-04-15,227,44,217,4.931818181818182,3.157845359578358,0.640300441573492,187,4.25,2.796384709202306,0.6579728727534837,2659.7045454545455,519.0713792177762,0.19516129342444183,1.3156303292666929,1.2042503037092762,0.915340941083733,7,0.03225806451612903,NA,NA,NA,10,NA,,NA,NA,NA,NA,2,8,3,KIM,37.53415,40,22.84016,51.75206914188115,6,NA,NA,NA,NA,NA
T243,2022-07-12,139,27,127,4.703703703703703,2.8931592369536747,0.6150810976200727,113,4.185185185185185,2.542515971314136,0.6075038161547051,8046,521.8454678424373,0.06485775140969889,Inf,NA,NA,6,0.047244094488188976,NA,NA,NA,12,NA,,NA,NA,NA,NA,3,9,1,KIM,39.3647903,40,24.3714128,56.17949781352832,2,20,8,7.2,6.9,07/20/22
T243,2022-07-14,119,21,102,4.857142857142857,3.453776401067595,0.711071611984505,97,4.619047619047619,3.106061661915141,0.6724463391775047,8031.238095238095,484.3603931745353,0.06030955469515014,1.0712585034013606,0.29717974380764184,0.2774117945053078,8,0.0784313725490196,NA,NA,NA,17,NA,,NA,NA,NA,NA,3,10,2,KIM,42.4873068,44,21.73565121,69.01214812251496,2,NA,NA,NA,NA,
T243,2022-07-16,204,50,172,3.44,1.8861471364684579,0.5482985861826912,159,3.18,1.8592295968700452,0.5846633952421525,8052.08,476.6666503020786,0.05919795261622818,1.1733333333333333,0.3592354470777246,0.3061665742139698,15,0.0872093023255814,NA,NA,NA,32,NA,,NA,NA,NA,NA,3,11,3,KIM,41.25883,42,22.35761589,64.02339021690695,2,NA,NA,NA,NA,
T243,2022-07-18,82,14,58,4.142857142857143,2.5677629550654775,0.6198048512227013,56,4,2.4178820993079553,0.6044705248269888,7934.428571428572,501.08846359864276,0.06315369268091138,1.0488095238095239,0.17546815106757135,0.16730220987146416,8,0.13793103448275862,NA,NA,NA,24,NA,,NA,NA,NA,NA,3,12,4,KIM,34.0121413,35,29.93708609,38.47698787965348,2,NA,NA,NA,NA,
T243,2022-07-20,58,12,41,3.4166666666666665,1.8319554050414562,0.5361820697682311,43,3.5833333333333335,2.0207259421636903,0.5639235187433554,7904.666666666667,568.1298400467231,0.07187271317112967,1.0228174603174602,0.32860194715745106,0.3212713508581093,7,0.17073170731707318,NA,NA,NA,17,NA,,NA,NA,NA,NA,3,13,5,KIM,28.7450331,27,38.92384106,24.658192012269176,2,NA,NA,NA,NA,
T244,2022-02-03,61,14,61,4.357142857142857,1.9456912102680337,0.4465520810451225,55,3.9285714285714284,1.7743595036946849,0.4516551463950107,2609.5,594.7279597882095,0.2279087793785053,1.1256802721088435,0.18177511674512348,0.1614802366613274,0,0,NA,NA,NA,0,NA,,NA,NA,NA,NA,1,1,1,KIM,42.61559,42,16.16667,74.43998027771376,6,NA,NA,NA,NA,NA
T244,2022-02-05,40,8,40,5,2.5071326821120348,0.501426536422407,36,4.5,2.138089935299395,0.4751310967331989,2270,563.6125822381389,0.24828748116217572,1.101388888888889,0.1773245711325333,0.16100087164618407,0,0,NA,NA,NA,0,NA,,NA,NA,NA,NA,1,2,2,KIM,41.24731,40,10.04839,74.12668533599488,6,NA,NA,NA,NA,NA
T244,2022-02-07,35,8,35,4.375,2.326094212561969,0.5316786771570214,31,3.875,2.100170061141308,0.5419793706171118,2228.625,553.6566593373292,0.2484297086038832,1.1447916666666667,0.18861112572176578,0.16475585140390822,0,0,NA,NA,NA,0,NA,,NA,NA,NA,NA,1,3,3,KIM,35.35753,35,13.29839,51.420957556589286,6,NA,NA,NA,NA,NA
T244,2022-02-09,41,9,41,4.555555555555555,1.8782379449307742,0.4122961342530968,39,4.333333333333333,1.7320508075688772,0.39970403251589476,2427.4444444444443,490.46587830121047,0.2020503000279624,1.0462962962962963,0.09419902754340652,0.09003092897953897,0,0,NA,NA,NA,0,NA,,NA,NA,NA,NA,1,4,4,KIM,26.5,27,19.46774,28.423425460238793,6,NA,NA,NA,NA,NA
T244,2022-02-11,73,16,73,4.5625,1.75,0.3835616438356164,70,4.375,1.6683325008322931,0.3813331430473813,2510.875,704.3941959821456,0.2805373409596836,1.0526785714285714,0.16145332722105263,0.1533738138147404,0,0,NA,NA,NA,0,NA,,NA,NA,NA,NA,1,5,5,KIM,44.47312,44,10.56452,87.79502199906061,6,NA,NA,NA,NA,NA
T244,2022-04-23,55,12,53,4.416666666666667,1.8319554050414562,0.41478235585844286,50,4.166666666666667,1.80067327475704,0.4321615859416896,2511.6666666666665,544.0241193405329,0.21659885308846702,1.1017857142857141,0.2519827067031135,0.2287039153221128,2,0.03773584905660377,NA,NA,NA,2,NA,,NA,NA,NA,NA,2,6,1,KIM,40,40,NA,NA,4,NA,NA,NA,NA,NA
T244,2022-04-25,112,27,110,4.074074074074074,1.7080336405875962,0.41924462087150083,99,3.6666666666666665,1.4142135623730951,0.38569460791993504,2588.185185185185,506.07806003521125,0.19553394514890604,1.1083774250440916,0.17755433222149283,0.16019302469502178,1,0.00909090909090909,NA,NA,NA,2,NA,,NA,NA,NA,NA,2,7,2,KIM,39.21995,40,22.61202,57.02626267244397,4,NA,NA,NA,NA,NA
T244,2022-04-27,51,12,49,4.083333333333333,1.2401124093721456,0.3037009982135867,42,3.5,1.087114613009218,0.3106041751454908,2446.0833333333335,650.5774299991066,0.26596699349263375,1.1805555555555556,0.17707404907331523,0.14999213568563172,1,0.02040816326530612,NA,NA,NA,2,NA,,NA,NA,NA,NA,2,8,3,KIM,36.87158,40,18.93989,52.37942856903478,4,NA,NA,NA,NA,NA
T244,2022-06-23,67,18,66,3.6666666666666665,1.3284223283101428,0.36229699863003895,59,3.2777777777777777,1.0740552924509195,0.3276778858324839,7807.666666666667,654.1978473897723,0.08378916202746517,1.1157407407407407,0.16204092743540105,0.14523170259770385,1,0.015151515151515152,NA,NA,NA,1,NA,,NA,NA,NA,NA,3,9,1,KIM,41.0702434,44,22.43307522,63.30319956335863,4,18.5,8.7,7.7,7,07/11/22
