male,date,motif_count.x,motif_count.y,song_count,song_motif_count,song_motif_mean,song_motif_sd,song_motif_cv,song_length_sum,song_length_mean,song_length_sd,song_length_cv,song_start_min,song_start_max,song_start_range,song_start_mean,song_start_sd,song_start_cv,motifs_per_sec_mean,motifs_per_sec_sd,motifs_per_sec_cv,post_song_motif_occurances,post_song_motif_freq,file,start_song,end_song,misc_motif_count,post_song_motif,notes,song_start,song_end,song_length,date_file,round,trial,trial_round,counter,temp,temp_target,humidity_mean,vpd,chamber,mass,bill_length,bill_depth,bill_width,bill_date
T230,2022-05-28,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,8,3,KIM,38.60109,40,24.22268,53.94986633627256,4,NA,NA,NA,NA,NA
T230,2022-06-06,9,9,3,9,3,2.6457513110645907,0.8819171036881969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,9,1,KIM,39.2935982,40,24.34492274,55.9776561741266,6,18.5,8.2,7.4,6.5,06/23/22
T230,2022-06-08,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,10,2,KIM,33.4254967,35,35.40286976,34.298133845283395,6,NA,NA,NA,NA,
T230,2022-06-10,14,14,3,14,4.666666666666667,2.0816659994661326,0.4460712855998855,12,4,1.7320508075688772,0.4330127018922193,1777,1790,13,1783.6666666666667,6.506407098647712,0.003647770752372105,1.1666666666666667,0.16666666666666663,0.14285714285714282,0,0,NA,NA,NA,0,NA,,NA,NA,NA,NA,3,11,3,KIM,41.3907285,42,22.30905077,64.52794951552592,6,NA,NA,NA,NA,
T230,2022-06-12,6,6,2,6,3,0,0,7,3.5,0.7071067811865476,0.20203050891044216,164,167,3,165.5,2.1213203435596424,0.0128176455804208,0.875,0.1767766952966369,0.20203050891044216,0,0,NA,NA,NA,0,NA,,NA,NA,NA,NA,3,12,4,KIM,30.9966887,27,35.25662252,29.8520633658075,6,NA,NA,NA,NA,
T230,2022-06-14,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,13,5,KIM,42.6244469,44,28.18086283,63.802644579280084,6,NA,NA,NA,NA,
T231,2022-02-13,57,57,15,55,3.6666666666666665,1.9880595947760098,0.5421980713025482,60,4,1.7728105208558367,0.44320263021395917,1828,3047,1219,2596.9333333333334,366.3205985914264,0.1410589151016942,0.8966666666666666,0.17207879332187076,0.1919094349314544,2,0.03636363636363636,NA,NA,NA,2,NA,,NA,NA,NA,NA,1,1,1,RAS,42.79839,42,10.77151,80.02092905813176,2,NA,NA,NA,NA,NA
T231,2022-02-15,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,2,2,RAS,45.04301,44,8.75,92.35456690051808,2,NA,NA,NA,NA,NA
T231,2022-02-17,86,87,19,82,4.315789473684211,2.135744251723958,0.4948675705214049,100,5.2631578947368425,1.8511889651776021,0.3517259033837444,65,1462,1397,794.8421052631579,459.12153597421417,0.5776260881677969,0.7937969924812031,0.1586192960801611,0.1998235034682588,4,0.04878048780487805,NA,NA,NA,5,NA,,NA,NA,NA,NA,1,3,3,KIM,41.12903,40,16.53763,68.33453352735373,2,NA,NA,NA,NA,NA
T231,2022-02-19,24,24,9,24,2.6666666666666665,1,0.375,30,3.3333333333333335,1.3228756555322954,0.3968626966596886,3330,3521,191,3476.222222222222,58.15663714869047,0.016729838724612103,0.8240740740740741,0.1409568272929475,0.1710487342431273,0,0,NA,NA,NA,0,NA,,NA,NA,NA,NA,1,4,4,RAS,27.24462,27,17.29032,30.52978394285837,2,NA,NA,NA,NA,NA
T231,2022-02-21,215,211,62,205,3.306451612903226,1.5213099368142622,0.46010349308528903,229,3.693548387096774,1.2878843965712847,0.34868485846034786,2108,3280,1172,2658.032258064516,359.70238006030354,0.13532656684995462,0.881605222734255,0.16105021378657064,0.18267837988423136,6,0.02926829268292683,NA,NA,NA,6,NA,,NA,NA,NA,NA,1,5,5,RAS,36.51075,35,12.65054,55.30592144111422,2,NA,NA,NA,NA,NA
T231,2022-05-05,14,17,3,15,5,2,0.4,17,5.666666666666667,1.1547005383792515,0.2037706832433973,2287,3258,971,2910.6666666666665,541.2765774844994,0.1859630935013168,0.8666666666666667,0.23094010767585033,0.26646935501059654,1,0.06666666666666667,NA,NA,NA,2,NA,,NA,NA,NA,NA,2,6,1,KIM,39.03005,40,23.80055,55.56124671940209,2,NA,NA,NA,NA,NA
T231,2022-05-07,262,249,83,242,2.9156626506024095,0.9397044070410657,0.3222953131587126,279,3.36144578313253,0.9700177676649329,0.28857159396483667,1977,3576,1599,2801.5421686746986,470.8496290750557,0.1680680142315318,0.8773952954675847,0.17840696006905304,0.2033370374683577,4,0.01652892561983471,NA,NA,NA,7,NA,,NA,NA,NA,NA,2,7,2,KIM,40.52869,40,21.61066,62.09839005896374,2,NA,NA,NA,NA,NA
T231,2022-05-09,35,33,10,30,3,1.0540925533894598,0.35136418446315326,34,3.4,1.0749676997731399,0.3161669705215117,2052,3374,1322,2660.7,611.7446907547843,0.2299187021290579,0.8966666666666667,0.1808416536744334,0.2016821416443495,3,0.1,NA,NA,NA,3,NA,,NA,NA,NA,NA,2,8,3,KIM,39.40984,40,22.51503,57.702458189413655,2,NA,NA,NA,NA,NA
T231,2022-06-24,59,58,18,54,3,1.0846522890932808,0.3615507630310936,62,3.4444444444444446,0.8555852638929972,0.24839572177538627,148,1836,1688,810,563.379404079681,0.6955301284934333,0.861111111111111,0.16169041669088866,0.18776951615716103,1,0.018518518518518517,NA,NA,NA,4,NA,,NA,NA,NA,NA,3,9,1,KIM,34.5242826,35,25.61865342,42.065453214785215,1,18.5,9.3,8,7.1,07/11/22
T231,2022-06-26,46,45,11,39,3.5454545454545454,1.6348477827391983,0.4611109130802867,45,4.090909090909091,1.4459976109624424,0.35346608267970814,89,1408,1319,710.4545454545455,420.4301044493278,0.5917762186746777,0.8528138528138528,0.18150547733162534,0.2128312957543424,0,0,NA,NA,NA,6,NA,,NA,NA,NA,NA,3,10,2,KIM,43.0728477,44,19.23289183,73.51857291501179,1,NA,NA,NA,NA,
T231,2022-06-28,135,130,42,127,3.0238095238095237,1.5537224418307627,0.5138294689519057,149,3.5476190476190474,1.8239916151976319,0.5141452875053728,70,1306,1236,562.2142857142857,318.0570999291338,0.5657221952747902,0.8669191919191919,0.1473096762853771,0.16992319198662784,2,0.015748031496062992,NA,NA,NA,3,NA,,NA,NA,NA,NA,3,11,3,KIM,38.9359823,40,21.07671082,57.247155885024654,1,NA,NA,NA,NA,
T231,2022-06-30,176,178,49,177,3.6122448979591835,1.3966675596249967,0.3866480814781064,196,4,1.3844373104863459,0.34610932762158647,72,1541,1469,681.2857142857143,312.42605791877645,0.45858301644609667,0.904251700680272,0.13850769684810949,0.15317383063134923,0,0,NA,NA,NA,1,NA,,NA,NA,NA,NA,3,12,4,KIM,41.5932671,42,19.00827815,68.01911624136831,1,NA,NA,NA,NA,
T231,2022-07-02,208,203,55,196,3.5636363636363635,1.5958700908286196,0.447820688752929,219,3.981818181818182,1.4206272622267313,0.35677853617566313,59,1732,1673,890.9636363636364,396.93902711347397,0.4455165294214858,0.8855844155844156,0.17303372206715953,0.19538930340477026,6,0.030612244897959183,NA,NA,NA,7,NA,,NA,NA,NA,NA,3,13,5,KIM,31.0380795,27,34.38631347,30.326753340398806,1,NA,NA,NA,NA,
T234,2022-02-03,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,1,RAS,43.04301,42,15.26882,77.00231158398648,2,NA,NA,NA,NA,NA
T234,2022-02-05,30,30,11,28,2.5454545454545454,0.6875516509523286,0.2701095771598434,47,4.2727272727272725,1.2720777563426766,0.29772032595254133,1966,3521,1555,3040.818181818182,695.174052764028,0.22861414632438362,0.6034632034632035,0.06201787867049873,0.10276994241668011,1,0.03571428571428571,NA,NA,NA,2,NA,,NA,NA,NA,NA,1,2,2,RAS,44.53226,44,9.360215,89.26017713195539,2,NA,NA,NA,NA,NA
T234,2022-02-07,34,34,7,26,3.7142857142857144,1.2535663410560174,0.3374986302843124,43,6.142857142857143,1.5735915849388864,0.25616607196679547,1832,2692,860,2129.1428571428573,347.23019673382316,0.1630844992711193,0.592687074829932,0.08102362811104728,0.13670557626770674,5,0.19230769230769232,NA,NA,NA,8,NA,,NA,NA,NA,NA,1,3,3,RAS,27.15591,27,17.00538,30.472208634132077,2,NA,NA,NA,NA,NA
T234,2022-02-09,87,78,21,47,2.238095238095238,0.6248809410409238,0.2792021225927532,80,3.8095238095238093,1.030487633067356,0.270503003680181,1866,3307,1441,2603.3809523809523,482.0297165310948,0.18515527513952534,0.5952380952380952,0.08451542547285164,0.14198591479439077,5,0.10638297872340426,NA,NA,NA,31,NA,,NA,NA,NA,NA,1,4,4,RAS,41.09677,40,10.77688,72.92198527739245,2,NA,NA,NA,NA,NA
T234,2022-02-11,52,52,14,43,3.0714285714285716,1.328057326976612,0.4323907576202923,68,4.857142857142857,2.0326997151247235,0.4184970001727372,1831,3415,1584,2422.3571428571427,554.088386054463,0.22873934493446413,0.6335034013605442,0.06502568482933002,0.10264457095206994,7,0.16279069767441862,NA,NA,NA,9,NA,,NA,NA,NA,NA,1,5,5,RAS,36.1129,35,12.69892,54.04527993195101,2,NA,NA,NA,NA,NA
T234,2022-04-23,32,33,7,27,3.857142857142857,2.1157009420498154,0.5485150590499521,43,6.142857142857143,3.0237157840738176,0.49223280205852843,1926,3517,1591,2537.8571428571427,690.9147146045906,0.27224334377889864,0.6206709956709957,0.09160164891552935,0.14758487113853377,3,0.1111111111111111,NA,NA,NA,6,NA,,NA,NA,NA,NA,2,6,1,KIM,39.49727,40,22.79781,57.77118085504336,2,NA,NA,NA,NA,NA
T234,2022-04-25,31,31,8,25,3.125,1.3562026818605375,0.433984858195372,37,4.625,1.9955307206712847,0.43146610176676425,1860,3015,1155,2355.875,486.29868467258444,0.20641956159498465,0.6770833333333333,0.05302537272147532,0.07831439663479432,3,0.12,NA,NA,NA,6,NA,,NA,NA,NA,NA,2,7,2,KIM,39.34973,40,23.16257,57.02980839587151,2,NA,NA,NA,NA,NA
T234,2022-04-27,41,40,11,35,3.1818181818181817,1.2504544628399563,0.39299997403541487,59,5.363636363636363,1.9632996344280855,0.3660389148933719,1885,3097,1212,2661.090909090909,439.92941582609694,0.16531919834951717,0.5920634920634921,0.07701275854417906,0.13007516858668314,0,0,NA,NA,NA,5,NA,,NA,NA,NA,NA,2,8,3,KIM,38.32787,40,17.74863,57.6733245021573,2,NA,NA,NA,NA,NA
T234,2022-06-23,36,36,9,28,3.111111111111111,1.6158932858054431,0.5193942704374639,45,5,2.449489742783178,0.4898979485566356,73,522,449,276.22222222222223,167.85095902152136,0.6076663842291602,0.6207070707070707,0.08162153697670078,0.13149767551982716,4,0.14285714285714285,NA,NA,NA,8,NA,,NA,NA,NA,NA,3,9,1,KIM,42.5259382,44,22.06456954,68.86659530499587,2,19,7.8,7.2,5.9,07/11/22
T234,2022-06-25,76,74,18,54,3,0.9074852129730301,0.30249507099101003,81,4.5,1.200490095997562,0.2667755768883471,88,1295,1207,563.2777777777778,411.5156784312978,0.7305732529601893,0.6656084656084655,0.08285063169554245,0.12447352456643501,6,0.1111111111111111,NA,NA,NA,20,NA,,NA,NA,NA,NA,3,10,2,KIM,34.7880795,35,30.0700883,40.14899052984238,2,NA,NA,NA,NA,
T234,2022-06-27,61,66,14,54,3.857142857142857,1.7032612545052803,0.4415862511680356,90,6.428571428571429,2.953857600710421,0.45948896011050994,105,1768,1663,723.8571428571429,643.5378008313895,0.8890397880046825,0.6104772211915069,0.05951687617801285,0.09749237827719437,7,0.12962962962962962,NA,NA,NA,12,NA,,NA,NA,NA,NA,3,11,3,KIM,41.7682119,42,22.4486755,65.75545615591928,2,NA,NA,NA,NA,
T234,2022-06-29,45,37,9,25,2.7777777777777777,1.3017082793177757,0.46861498055439926,38,4.222222222222222,1.6414763002993509,0.3887707027024778,558,1720,1162,1094.5555555555557,486.0514661821089,0.4440628561200873,0.6518518518518518,0.07792644521725299,0.11954625118555857,4,0.16,NA,NA,NA,12,NA,,NA,NA,NA,NA,3,12,4,KIM,29.7826087,27,35.25027871,27.798259184043864,2,NA,NA,NA,NA,
T234,2022-07-01,76,77,21,58,2.761904761904762,1.2611408289624877,0.4566199553140042,85,4.0476190476190474,1.8296499795368095,0.4520311714149765,91,1259,1168,612.1904761904761,387.0055062977294,0.6321651860806097,0.6965986394557823,0.12233455538086219,0.17561698868151115,5,0.08620689655172414,NA,NA,NA,19,NA,,NA,NA,NA,NA,3,13,5,KIM,39.3620309,40,24.96799117,55.72780935688769,2,NA,NA,NA,NA,
T235,2022-02-13,74,72,19,59,3.1052631578947367,1.242521488394791,0.4001340386356107,77,4.052631578947368,1.26814318375447,0.3129184479394147,2298,3561,1263,2891.8947368421054,315.08868147393434,0.10895579201406384,0.7582706766917293,0.13296521467128308,0.1753532330320342,8,0.13559322033898305,NA,NA,NA,13,NA,,NA,NA,NA,NA,1,1,1,KIM,40.48925,40,10.00806,71.13508464341366,4,NA,NA,NA,NA,NA
T235,2022-02-15,10,10,3,9,3,1,0.3333333333333333,10,3.3333333333333335,1.5275252316519468,0.458257569495584,2390,2691,301,2514,157.3435731131081,0.06258694236798254,0.9333333333333333,0.11547005383792512,0.12371791482634835,0,0,NA,NA,NA,1,NA,,NA,NA,NA,NA,1,2,2,KIM,34.28763,35,11.46505,49.39586550675149,4,NA,NA,NA,NA,NA
T235,2022-02-17,206,203,47,188,4,1.7693034738587656,0.4423258684646914,228,4.851063829787234,1.693706039432788,0.34914115725149575,172,1446,1274,780.1276595744681,373.9037667997101,0.4792853608134614,0.8064251941911517,0.10803958632716683,0.13397347590997705,9,0.047872340425531915,NA,NA,NA,15,NA,,NA,NA,NA,NA,1,3,3,KIM,42.5,42,16.35484,73.80777318110154,4,NA,NA,NA,NA,NA
T235,2022-02-19,265,248,65,223,3.4307692307692306,1.4466473176066312,0.4216685006476728,264,4.061538461538461,1.4238693220074117,0.3505738861003097,2072,3571,1499,3062.646153846154,417.58675860417134,0.13634835290382943,0.8400732600732601,0.14777711465196947,0.17590979462800935,15,0.06726457399103139,NA,NA,NA,25,NA,,NA,NA,NA,NA,1,4,4,KIM,45.02451,44,9.519608,91.48504248955554,4,NA,NA,NA,NA,NA
T235,2022-02-21,327,319,74,294,3.972972972972973,1.6299674168772367,0.41026390764937254,328,4.4324324324324325,1.526757519309908,0.34445139155162563,1851,3584,1733,2821.108108108108,505.6674842135811,0.17924427736755252,0.8852960102960102,0.14584362457297204,0.16473995463303548,12,0.04081632653061224,NA,NA,NA,25,NA,,NA,NA,NA,NA,1,5,5,KIM,26,27,19.01882,27.731196950118463,4,NA,NA,NA,NA,NA
T235,2022-05-05,81,80,16,70,4.375,1.746424919657298,0.399182838778811,80,5,1.7888543819998317,0.35777087639996635,1882,3546,1664,3266.625,384.4495415525944,0.1176901363188595,0.8794642857142857,0.14785407557588356,0.16811833974110618,5,0.07142857142857142,NA,NA,NA,10,NA,,NA,NA,NA,NA,2,6,1,KIM,38.79508,40,23.6612,54.94006967945446,4,NA,NA,NA,NA,NA
T235,2022-05-07,122,119,25,102,4.08,1.8912077270005712,0.46353130563739486,120,4.8,1.8708286933869707,0.3897559777889522,2301,3579,1278,2949.12,352.0140054031942,0.11936238789984611,0.8439523809523809,0.14641321380297234,0.17348515995386896,12,0.11764705882352941,NA,NA,NA,17,NA,,NA,NA,NA,NA,2,7,2,KIM,40.00546,40,21.61749,60.32698540102512,4,NA,NA,NA,NA,NA
T235,2022-05-09,38,27,7,20,2.857142857142857,1.0690449676496976,0.37416573867739417,28,4,1.4142135623730951,0.3535533905932738,3235,3583,348,3478.714285714286,124.02380723838775,0.03565219706249083,0.7091836734693877,0.04172736104212688,0.05883858103781921,2,0.1,NA,NA,NA,7,NA,,NA,NA,NA,NA,2,8,3,KIM,38.96995,40,22.58333,56.26049964383326,4,NA,NA,NA,NA,NA
T235,2022-06-24,77,77,23,62,2.6956521739130435,1.6904755277381045,0.6271118893222001,75,3.260869565217391,1.483772566018116,0.4550235869122223,343,1727,1384,1248.608695652174,331.9706639736867,0.26587245878524945,0.8178053830227743,0.18548780391043027,0.2268116690854122,6,0.0967741935483871,NA,NA,NA,15,NA,,NA,NA,NA,NA,3,9,1,KIM,38.8636865,40,22.88134658,55.71364265539138,3,17,8.2,7.9,6.6,07/11/22
T235,2022-06-26,425,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,10,2,KIM,30.7291667,27,36.2308114,28.945462118230164,3,NA,NA,NA,NA,
T235,2022-06-28,101,96,27,82,3.037037037037037,1.7863043388188897,0.5881733798550003,107,3.962962962962963,1.9509658649673516,0.492299797702042,83,1717,1634,973.0370370370371,434.43158985944643,0.44646973683789026,0.7674897119341564,0.1448441519577907,0.18872455188066029,6,0.07317073170731707,NA,NA,NA,14,NA,,NA,NA,NA,NA,3,11,3,KIM,42.5469095,44,20.26655629,70.53574273457498,3,NA,NA,NA,NA,
T235,2022-06-30,223,195,57,167,2.9298245614035086,1.0996695789906137,0.3753363233680538,222,3.8947368421052633,1.2632753704771322,0.3243544870143988,82,1626,1544,758.8421052631579,563.9425879300153,0.7431619621771598,0.7918964076858813,0.4482368953040978,0.5660297116562982,15,0.08982035928143713,NA,NA,NA,28,NA,,NA,NA,NA,NA,3,12,4,KIM,33.8664459,35,29.19922737,38.55816174557979,3,NA,NA,NA,NA,
T235,2022-07-02,384,382,116,310,2.6724137931034484,1.0695457147695975,0.40021710617184936,410,3.5344827586206895,1.1679118078881203,0.33043358467078526,104,1812,1708,919.2758620689655,442.6557517334759,0.4815265688987134,0.7838875205254515,0.41664357910109906,0.5315093915793131,40,0.12903225806451613,NA,NA,NA,72,NA,,NA,NA,NA,NA,3,13,5,KIM,39.9740044,42,24.95022124,57.661668688976285,3,NA,NA,NA,NA,
T236,2022-01-24,90,89,21,82,3.9047619047619047,1.445847914020071,0.37027812432221335,84,4,1.1832159566199232,0.2958039891549808,1874,3016,1142,2464.809523809524,412.78149414037676,0.1674699363796664,0.9642857142857143,0.13522468075656266,0.14023300226606497,4,0.04878048780487805,NA,NA,NA,7,NA,,NA,NA,NA,NA,1,1,1,RAS,40,40,NA,NA,4,NA,NA,NA,NA,NA
T236,2022-01-26,187,187,50,166,3.32,1.4489968380692533,0.436444830743751,185,3.7,1.3286482312670196,0.3590941165586539,1862,3563,1701,2571.82,537.2673750051254,0.208905512440655,0.893452380952381,0.18377646551616944,0.2056925130360857,9,0.05421686746987952,NA,NA,NA,21,NA,,NA,NA,NA,NA,1,2,2,RAS,34.35215,35,11.69892,49.44785024945869,4,NA,NA,NA,NA,NA
T236,2022-01-28,204,202,55,179,3.2545454545454544,1.8877596148970779,0.5800378704991022,209,3.8,1.6032374653713561,0.4219045961503569,2058,3774,1716,2738.8545454545456,542.6002013003483,0.1981120911297965,0.8457083825265643,0.1733855395939175,0.2050181163818266,9,0.05027932960893855,NA,NA,NA,23,NA,,NA,NA,NA,NA,1,3,3,RAS,44.90323,44,11.10484,89.30059025976337,4,NA,NA,NA,NA,NA
T236,2022-01-30,126,124,37,111,3,1.4529663145135578,0.4843221048378526,136,3.675675675675676,1.313478292635712,0.3573433590258922,1834,3348,1514,2433.837837837838,377.66692508916674,0.15517341345332883,0.8036036036036036,0.17665160379248132,0.21982430516777385,5,0.04504504504504504,NA,NA,NA,13,NA,,NA,NA,NA,NA,1,4,4,RAS,25.90591,27,11.54032,30.12004889105355,4,NA,NA,NA,NA,NA
T236,2022-02-01,151,147,44,135,3.0681818181818183,1.7440627158651825,0.5684352555412446,156,3.5454545454545454,1.2659135033191782,0.3570525265772041,1802,3289,1487,2347.7727272727275,411.01671236526596,0.17506665257276433,0.841504329004329,0.1912714556409093,0.22729705486746857,6,0.044444444444444446,NA,NA,NA,12,NA,,NA,NA,NA,NA,1,5,5,RAS,38.42473,42,10,63.44863822813785,4,NA,NA,NA,NA,NA
T236,2022-04-11,176,169,42,141,3.357142857142857,1.8054312176134268,0.5377880222678293,146,3.4761904761904763,1.5339745162460983,0.4412803402899735,1850,3621,1771,2455.4523809523807,552.407952927551,0.22497196737054703,0.9563492063492064,0.19390098823326596,0.2027512408082283,10,0.07092198581560284,NA,NA,NA,28,NA,,NA,NA,NA,NA,2,6,1,KIM,38.7035519,40,15.71721,60.34890343294411,4,NA,NA,NA,NA,NA
T236,2022-04-13,231,232,48,219,4.5625,2.6650316352758887,0.5841165228001948,224,4.666666666666667,2.2815945649622433,0.48891312106333784,1826,3564,1738,2704.2708333333335,553.2483471274819,0.2045831875668821,0.9549768518518519,0.16351517704689447,0.17122423096414593,7,0.0319634703196347,NA,NA,NA,13,NA,,NA,NA,NA,NA,2,7,2,KIM,38.6694,40,24.0929,54.248365938998575,4,NA,NA,NA,NA,NA
T236,2022-04-15,196,181,35,156,4.457142857142857,2.266674905241248,0.5085488569451517,167,4.771428571428571,2.101620023384122,0.4404592863379896,1805,3432,1627,2483.6857142857143,572.3375583274864,0.23043880110736373,0.9240816326530612,0.14745266152615535,0.15956670527344552,9,0.057692307692307696,NA,NA,NA,25,NA,,NA,NA,NA,NA,2,8,3,KIM,38.19399,40,21.26913,54.793513881222374,4,NA,NA,NA,NA,NA
T236,2022-06-06,198,197,43,189,4.395348837209302,2.691605423602736,0.6123758371159664,209,4.8604651162790695,2.773869528198549,0.5707004292465914,66,1754,1688,840.4186046511628,627.9938668398623,0.747239367815432,0.8876238748331772,0.17988767618516338,0.20266205234618329,6,0.031746031746031744,NA,NA,NA,8,NA,,NA,NA,NA,NA,3,9,1,KIM,26.1539735,27,41.71081678,20.147355098832016,4,16.5,8.7,7.8,6.6,06/23/22
T236,2022-06-08,62,53,9,33,3.6666666666666665,2.0615528128088303,0.5622416762205901,39,4.333333333333333,1.4142135623730951,0.32635697593225277,73,1743,1670,613.1111111111111,475.65046106475194,0.7757981423673012,0.814021164021164,0.22467677856176618,0.2760085222500735,1,0.030303030303030304,NA,NA,NA,20,NA,,NA,NA,NA,NA,3,10,2,KIM,39.9845475,42,26.37251656,56.601860740590475,4,NA,NA,NA,NA,
T236,2022-06-10,48,47,9,38,4.222222222222222,2.279132388529557,0.5397945130727898,44,4.888888888888889,1.964971020425266,0.40192589054153166,62,1293,1231,551.4444444444445,477.7784819116258,0.8664127215806231,0.8157407407407408,0.15592713556317989,0.19114790738732607,3,0.07894736842105263,NA,NA,NA,9,NA,,NA,NA,NA,NA,3,11,3,KIM,41.2759382,44,22.04801325,64.33897176000875,4,NA,NA,NA,NA,
T236,2022-06-12,201,189,34,184,5.411764705882353,3.6191213319929294,0.668750680911737,198,5.823529411764706,3.233073293841505,0.5551742019727837,123,1883,1760,938.9705882352941,528.0720500252075,0.5623946656493988,0.8946644042232278,0.180424105229792,0.20166679749200614,2,0.010869565217391304,NA,NA,NA,5,NA,,NA,NA,NA,NA,3,12,4,KIM,33.4111479,35,30.92660044,36.644511071661995,4,NA,NA,NA,NA,
T236,2022-06-14,225,217,36,210,5.833333333333333,3.880353444873657,0.665203447692627,215,5.972222222222222,3.0658125104458605,0.5133453505862836,66,1847,1781,1039.4166666666667,569.0652172014834,0.5474851764946524,0.9150603254769921,0.23004737166528966,0.2514013177714521,5,0.023809523809523808,NA,NA,NA,7,NA,,NA,NA,NA,NA,3,13,5,KIM,38.2891832,40,32.61699779,47.14590766494032,4,NA,NA,NA,NA,
T237,2022-02-23,0,71,16,67,4.1875,2.9488698400121582,0.7042077229879781,81,5.0625,2.694902595642373,0.5323264386454071,1796,3551,1755,2246.9375,578.3821653255455,0.2574091025342474,0.7784722222222222,0.13524668819112234,0.1737334799243677,3,0.04477611940298507,NA,NA,NA,4,NA,,NA,NA,NA,NA,1,1,1,KIM,40.83333,40,20.37634,64.14193832721028,2,NA,NA,NA,NA,NA
T237,2022-02-25,0,78,19,74,3.8947368421052633,1.9406395521438362,0.4982723174423363,86,4.526315789473684,1.6454793645565071,0.3635361386810888,1801,2816,1015,2218.0526315789475,366.2891198196387,0.1651399586306892,0.8347117794486215,0.1888589842098492,0.22625652214301106,2,0.02702702702702703,NA,NA,NA,4,NA,,NA,NA,NA,NA,1,2,2,KIM,45.16667,44,16.58871,84.98113550202173,2,NA,NA,NA,NA,NA
T237,2022-02-27,0,95,23,89,3.869565217391304,1.6321861476416715,0.42180091455908364,118,5.130434782608695,1.866068980165304,0.36372530969323724,1794,3530,1736,2342.695652173913,555.9266984694531,0.2373021429196656,0.7433574879227053,0.0757988651938198,0.1019682540706463,2,0.02247191011235955,NA,NA,NA,6,NA,,NA,NA,NA,NA,1,3,3,KIM,35.80376,35,17.84409,49.97646222390262,2,NA,NA,NA,NA,NA
T237,2022-03-01,0,123,36,118,3.2777777777777777,1.7826322609494583,0.5438539101201737,151,4.194444444444445,1.8018949461123968,0.4295908480797767,1809,3582,1773,2590.8888888888887,669.9225020330028,0.25856859586143865,0.76588303671637,0.15011086841051424,0.19599711863850158,3,0.025423728813559324,NA,NA,NA,5,NA,,NA,NA,NA,NA,1,4,4,KIM,27.31989,27,20.89785,29.330368111245065,2,NA,NA,NA,NA,NA
T237,2022-03-03,0,77,21,73,3.4761904761904763,2.315578709935113,0.666125382310101,93,4.428571428571429,2.2038926600773587,0.4976531813077906,1800,2981,1181,2274.809523809524,417.3798772159026,0.18347904422210032,0.7491857349000206,0.13109539085258437,0.1749838321068395,4,0.0547945205479452,NA,NA,NA,4,NA,,NA,NA,NA,NA,1,5,5,KIM,42.57527,42,13.85484,76.32538025808458,2,NA,NA,NA,NA,NA
T237,2022-05-24,180,169,40,156,3.9,1.9845557534273353,0.5088604495967527,177,4.425,1.865853760724633,0.42166186683042556,1806,3276,1470,2461.1,459.25255886114866,0.18660459098010998,0.8691071428571429,0.15916438240995845,0.1831355129434492,2,0.01282051282051282,NA,NA,NA,13,NA,,NA,NA,NA,NA,2,6,1,KIM,38.41803,40,24.12432,53.47121184803842,2,NA,NA,NA,NA,NA
T237,2022-05-26,122,108,32,106,3.3125,1.3545026464923717,0.4089064593184518,135,4.21875,1.3850439611050431,0.3283067167063806,1797,3586,1789,2584.375,618.445540930464,0.2393017812548349,0.7816964285714285,0.1385703959241721,0.17726881031990038,1,0.009433962264150943,NA,NA,NA,2,NA,,NA,NA,NA,NA,2,7,2,KIM,38.79098,40,25.56011,53.56122219326555,2,NA,NA,NA,NA,NA
T237,2022-05-28,128,127,33,124,3.757575757575758,1.8545603089125842,0.4935523402751232,160,4.848484848484849,1.6978149950968622,0.35017434273872783,1791,3571,1780,2777.7272727272725,515.7463204381147,0.1856720512131979,0.750012025012025,0.12952879120554647,0.17270228594464165,1,0.008064516129032258,NA,NA,NA,3,NA,,NA,NA,NA,NA,2,8,3,KIM,38.02186,40,25.29918,51.490810526665875,2,NA,NA,NA,NA,NA
